"id","restaurant_id","facility"
"2139","415","Wifi"
"2140","415","Area merokok"
"2141","415","Area outdoor"
"2142","415","Ruang VIP"
"2143","415","Bisa reservasi"
"2144","415","Area parkir"
"2145","415","Alkohol"
"2146","416","Wifi"
"2147","416","Area merokok"
"2148","416","Area outdoor"
"2149","416","100% Halal"
"2150","416","Area parkir"
"2151","416","Alkohol"
"2152","417","Wifi"
"2153","417","Area merokok"
"2154","417","Ruang VIP"
"2155","417","Bisa reservasi"
"2156","417","Area parkir"
"2157","417","Alkohol"
"2158","418","Area merokok"
"2159","418","100% Halal"
"2160","418","Ruang VIP"
"2161","418","Bisa reservasi"
"2162","418","Area parkir"
"2163","418","Alkohol"
"2164","419","Wifi"
"2165","419","Ruang VIP"
"2166","419","Bisa reservasi"
"2167","419","Area parkir"
"2168","419","Alkohol"
"2169","420","Wifi"
"2170","420","100% Halal"
"2171","420","Bisa reservasi"
"2172","420","Area parkir"
"2173","421","100% Halal"
"2174","421","Area parkir"
"2175","422","Wifi"
"2176","422","100% Halal"
"2177","422","Bisa reservasi"
"2178","422","Area parkir"
"2179","422","Alkohol"
"2180","423","100% Halal"
"2181","423","Area parkir"
"2182","424","Wifi"
"2183","424","Area merokok"
"2184","424","Area outdoor"
"2185","424","100% Halal"
"2186","424","Ruang VIP"
"2187","424","Bisa reservasi"
"2188","424","Area parkir"
"2189","425","Wifi"
"2190","425","Area merokok"
"2191","425","100% Halal"
"2192","425","Ruang VIP"
"2193","425","Bisa reservasi"
"2194","425","Area parkir"
"2195","426","Wifi"
"2196","426","Area merokok"
"2197","426","Area outdoor"
"2198","426","100% Halal"
"2199","426","Bisa reservasi"
"2200","426","Area parkir"
"2201","427","100% Halal"
"2202","427","Area parkir"
"2203","427","Alkohol"
"2204","428","Wifi"
"2205","428","Area merokok"
"2206","428","Area outdoor"
"2207","428","100% Halal"
"2208","428","Bisa reservasi"
"2209","428","Area parkir"
"2210","429","Wifi"
"2211","429","Pesan antar"
"2212","429","Area merokok"
"2213","429","Area outdoor"
"2214","429","100% Halal"
"2215","429","Bisa reservasi"
"2216","429","Area parkir"
"2217","430","100% Halal"
"2218","430","Area parkir"
"2219","431","Wifi"
"2220","431","Ruang VIP"
"2221","431","Bisa reservasi"
"2222","431","Area parkir"
"2223","431","Alkohol"
"2224","432","Wifi"
"2225","432","Area merokok"
"2226","432","Area outdoor"
"2227","432","100% Halal"
"2228","432","Bisa reservasi"
"2229","432","Area parkir"
"2230","433","Wifi"
"2231","433","100% Halal"
"2232","433","Bisa reservasi"
"2233","433","Area parkir"
"2234","434","Wifi"
"2235","434","Ruang VIP"
"2236","434","Bisa reservasi"
"2237","434","Area parkir"
"2238","434","Alkohol"
"2239","435","Wifi"
"2240","435","Area merokok"
"2241","435","Area outdoor"
"2242","435","Bisa reservasi"
"2243","435","Area parkir"
"2244","436","Wifi"
"2245","436","100% Halal"
"2246","436","Area parkir"
"2247","437","Wifi"
"2248","437","Area merokok"
"2249","437","Area outdoor"
"2250","437","Bisa reservasi"
"2251","437","Area parkir"
"2252","437","Alkohol"
"2253","438","Wifi"
"2254","438","Area merokok"
"2255","438","Area outdoor"
"2256","438","100% Halal"
"2257","438","Bisa reservasi"
"2258","438","Area parkir"
"2259","439","Wifi"
"2260","439","100% Halal"
"2261","439","Bisa reservasi"
"2262","440","Area parkir"
"2263","441","Wifi"
"2264","441","Area merokok"
"2265","441","Area outdoor"
"2266","441","100% Halal"
"2267","441","Bisa reservasi"
"2268","441","Area parkir"
"2269","442","Wifi"
"2270","442","Area merokok"
"2271","442","Area outdoor"
"2272","442","100% Halal"
"2273","442","Ruang VIP"
"2274","442","Bisa reservasi"
"2275","442","Area parkir"
"2276","443","Wifi"
"2277","443","Area merokok"
"2278","443","Area outdoor"
"2279","443","100% Halal"
"2280","443","Bisa reservasi"
"2281","443","Area parkir"
"2282","444","Wifi"
"2283","444","Area merokok"
"2284","444","Bisa reservasi"
"2285","444","Area parkir"
"2286","444","Alkohol"
"2287","445","Area merokok"
"2288","445","100% Halal"
"2289","445","Area parkir"
"2290","446","Wifi"
"2291","446","Area merokok"
"2292","446","100% Halal"
"2293","446","Ruang VIP"
"2294","446","Bisa reservasi"
"2295","446","Area parkir"
"2296","446","Alkohol"
"2297","447","Wifi"
"2298","447","Area merokok"
"2299","447","Area outdoor"
"2300","447","100% Halal"
"2301","447","Bisa reservasi"
"2302","447","Area parkir"
"2303","448","100% Halal"
"2304","448","Bisa reservasi"
"2305","448","Area parkir"
"2306","449","Wifi"
"2307","449","Pesan antar"
"2308","449","Area merokok"
"2309","449","Area outdoor"
"2310","449","100% Halal"
"2311","449","Ruang VIP"
"2312","449","Bisa reservasi"
"2313","449","Area parkir"
"2314","449","Alkohol"
"2315","450","Area merokok"
"2316","450","Area outdoor"
"2317","450","100% Halal"
"2318","451","Wifi"
"2319","451","Area merokok"
"2320","451","Area outdoor"
"2321","451","100% Halal"
"2322","451","Area parkir"
"2323","452","Wifi"
"2324","452","100% Halal"
"2325","452","Bisa reservasi"
"2326","452","Area parkir"
"2327","453","Area merokok"
"2328","453","Area outdoor"
"2329","453","100% Halal"
"2330","453","Area parkir"
"2331","454","100% Halal"
"2332","454","Area parkir"
"2333","455","Area merokok"
"2334","455","Area outdoor"
"2335","455","100% Halal"
"2336","455","Ruang VIP"
"2337","455","Bisa reservasi"
"2338","455","Area parkir"
"2339","455","Alkohol"
"2340","456","Wifi"
"2341","456","Area merokok"
"2342","456","Area outdoor"
"2343","456","100% Halal"
"2344","456","Bisa reservasi"
"2345","456","Area parkir"
"2346","457","Wifi"
"2347","457","Area merokok"
"2348","457","Area outdoor"
"2349","457","Bisa reservasi"
"2350","457","Area parkir"
"2351","458","Wifi"
"2352","458","Area merokok"
"2353","458","Area outdoor"
"2354","458","Ruang VIP"
"2355","458","Bisa reservasi"
"2356","458","Area parkir"
"2357","458","Alkohol"
"2358","459","Wifi"
"2359","459","Area merokok"
"2360","459","100% Halal"
"2361","459","Ruang VIP"
"2362","459","Bisa reservasi"
"2363","459","Area parkir"
"2364","459","Alkohol"
"2365","460","Wifi"
"2366","460","Area merokok"
"2367","460","Area outdoor"
"2368","460","100% Halal"
"2369","460","Ruang VIP"
"2370","460","Bisa reservasi"
"2371","460","Area parkir"
"2372","460","Alkohol"
"2373","461","Wifi"
"2374","461","Ruang VIP"
"2375","461","Bisa reservasi"
"2376","461","Area parkir"
"2377","461","Alkohol"
"2378","462","Wifi"
"2379","462","Area merokok"
"2380","462","100% Halal"
"2381","462","Ruang VIP"
"2382","462","Bisa reservasi"
"2383","462","Area parkir"
"2384","462","Alkohol"
"2385","463","Area merokok"
"2386","463","100% Halal"
"2387","463","Ruang VIP"
"2388","463","Bisa reservasi"
"2389","463","Area parkir"
"2390","463","Alkohol"
"2391","464","100% Halal"
"2392","464","Area parkir"
"2393","465","Wifi"
"2394","465","Area merokok"
"2395","465","Area outdoor"
"2396","465","100% Halal"
"2397","465","Bisa reservasi"
"2398","465","Area parkir"
"2399","466","Bisa reservasi"
"2400","466","Area parkir"
"2401","466","Alkohol"
"2402","467","Wifi"
"2403","467","Area merokok"
"2404","467","Area outdoor"
"2405","467","100% Halal"
"2406","467","Area parkir"
"2407","468","Wifi"
"2408","468","100% Halal"
"2409","468","Bisa reservasi"
"2410","468","Area parkir"
"2411","469","Wifi"
"2412","469","Area merokok"
"2413","469","Area outdoor"
"2414","469","100% Halal"
"2415","469","Bisa reservasi"
"2416","469","Area parkir"
"2417","469","Alkohol"
"2418","470","Area merokok"
"2419","470","100% Halal"
"2420","470","Bisa reservasi"
"2421","470","Area parkir"
"2422","471","100% Halal"
"2423","471","Area parkir"
"2424","472","Area merokok"
"2425","472","Area outdoor"
"2426","472","100% Halal"
"2427","472","Ruang VIP"
"2428","472","Bisa reservasi"
"2429","472","Area parkir"
"2430","473","Wifi"
"2431","473","Area merokok"
"2432","473","Area outdoor"
"2433","473","100% Halal"
"2434","473","Ruang VIP"
"2435","473","Bisa reservasi"
"2436","473","Area parkir"
"2437","473","Alkohol"
"2438","474","100% Halal"
"2439","475","100% Halal"
"2440","475","Bisa reservasi"
"2441","475","Area parkir"
"2442","476","100% Halal"
"2443","476","Area parkir"
"2444","477","100% Halal"
"2445","477","Area parkir"
"2446","478","Area merokok"
"2447","478","100% Halal"
"2448","479","100% Halal"
"2449","479","Bisa reservasi"
"2450","479","Area parkir"
"2451","480","100% Halal"
"2452","480","Area parkir"
"2453","481","Wifi"
"2454","481","100% Halal"
"2455","481","Bisa reservasi"
"2456","481","Area parkir"
"2457","482","Area merokok"
"2458","482","Area outdoor"
"2459","482","100% Halal"
"2460","482","Bisa reservasi"
"2461","482","Area parkir"
"2462","482","Alkohol"
"2463","483","100% Halal"
"2464","483","Area parkir"
"2465","484","100% Halal"
"2466","484","Area parkir"
"2467","485","Wifi"
"2468","485","Area merokok"
"2469","485","100% Halal"
"2470","485","Area parkir"
"2471","486","Wifi"
"2472","486","Area merokok"
"2473","486","Area outdoor"
"2474","486","100% Halal"
"2475","486","Area parkir"
"2476","487","Area merokok"
"2477","487","100% Halal"
"2478","487","Bisa reservasi"
"2479","487","Area parkir"
"2480","487","Alkohol"
"2481","488","Area merokok"
"2482","488","100% Halal"
"2483","488","Area parkir"
"2484","489","Area merokok"
"2485","489","Area outdoor"
"2486","489","100% Halal"
"2487","489","Area parkir"
"2488","490","Wifi"
"2489","490","Area merokok"
"2490","490","Area outdoor"
"2491","490","100% Halal"
"2492","490","Ruang VIP"
"2493","490","Bisa reservasi"
"2494","490","Area parkir"
"2495","491","100% Halal"
"2496","492","Wifi"
"2497","492","Area merokok"
"2498","492","100% Halal"
"2499","492","Ruang VIP"
"2500","492","Bisa reservasi"
"2501","492","Area parkir"
"2502","492","Alkohol"
"2503","493","Wifi"
"2504","493","Area merokok"
"2505","493","Area outdoor"
"2506","493","100% Halal"
"2507","493","Bisa reservasi"
"2508","493","Area parkir"
"2509","494","Wifi"
"2510","494","Area merokok"
"2511","494","Area outdoor"
"2512","494","100% Halal"
"2513","494","Ruang VIP"
"2514","494","Bisa reservasi"
"2515","494","Area parkir"
"2516","494","Alkohol"
"2517","495","Wifi"
"2518","495","Area merokok"
"2519","495","Ruang VIP"
"2520","495","Bisa reservasi"
"2521","495","Area parkir"
"2522","495","Alkohol"
"2523","496","Wifi"
"2524","496","Pesan antar"
"2525","496","100% Halal"
"2526","496","Bisa reservasi"
"2527","496","Area parkir"
"2528","497","Wifi"
"2529","497","Area merokok"
"2530","497","Area outdoor"
"2531","497","100% Halal"
"2532","497","Bisa reservasi"
"2533","497","Area parkir"
"2534","498","100% Halal"
"2535","499","Area merokok"
"2536","499","Area outdoor"
"2537","499","100% Halal"
"2538","499","Area parkir"
"2539","500","Wifi"
"2540","500","100% Halal"
"2541","500","Bisa reservasi"
"2542","500","Area parkir"
"2543","501","Wifi"
"2544","501","Area merokok"
"2545","501","Area outdoor"
"2546","501","Bisa reservasi"
"2547","501","Area parkir"
"2548","501","Alkohol"
"2549","502","100% Halal"
"2550","502","Area parkir"
"2551","503","Wifi"
"2552","503","100% Halal"
"2553","503","Area parkir"
"2554","504","Wifi"
"2555","504","Pesan antar"
"2556","504","100% Halal"
"2557","504","Bisa reservasi"
"2558","504","Area parkir"
"2559","505","Wifi"
"2560","505","Area merokok"
"2561","505","Area outdoor"
"2562","505","Ruang VIP"
"2563","505","Bisa reservasi"
"2564","505","Area parkir"
"2565","505","Alkohol"
"2566","506","Wifi"
"2567","506","Pesan antar"
"2568","506","Area merokok"
"2569","506","Area outdoor"
"2570","506","100% Halal"
"2571","506","Bisa reservasi"
"2572","506","Area parkir"
"2573","507","100% Halal"
"2574","507","Area parkir"
"2575","508","Wifi"
"2576","508","Area merokok"
"2577","508","Area outdoor"
"2578","508","100% Halal"
"2579","508","Area parkir"
"2580","509","Ruang VIP"
"2581","509","Bisa reservasi"
"2582","509","Area parkir"
"2583","509","Alkohol"
"2584","510","Wifi"
"2585","510","Area merokok"
"2586","510","Area outdoor"
"2587","510","100% Halal"
"2588","510","Bisa reservasi"
"2589","510","Area parkir"
"2590","511","Wifi"
"2591","511","Area merokok"
"2592","511","100% Halal"
"2593","511","Ruang VIP"
"2594","511","Bisa reservasi"
"2595","511","Area parkir"
"2596","512","Wifi"
"2597","512","Area merokok"
"2598","512","Area outdoor"
"2599","512","100% Halal"
"2600","512","Ruang VIP"
"2601","512","Bisa reservasi"
"2602","512","Area parkir"
"2603","512","Alkohol"
"2604","513","Area parkir"
"2605","514","Pesan antar"
"2606","514","Area merokok"
"2607","514","Area outdoor"
"2608","514","100% Halal"
"2609","514","Ruang VIP"
"2610","514","Bisa reservasi"
"2611","514","Area parkir"
"2612","515","Wifi"
"2613","515","Pesan antar"
"2614","515","Area merokok"
"2615","515","Area outdoor"
"2616","515","Bisa reservasi"
"2617","515","Area parkir"
"2618","515","Alkohol"
"2619","516","Bisa reservasi"
"2620","516","Area parkir"
"2621","516","Alkohol"
"2622","517","Area merokok"
"2623","517","24 Jam"
"2624","517","100% Halal"
"2625","517","Area parkir"
"2626","518","Wifi"
"2627","518","100% Halal"
"2628","518","Bisa reservasi"
"2629","518","Area parkir"
"2630","519","Wifi"
"2631","519","Area merokok"
"2632","519","100% Halal"
"2633","519","Ruang VIP"
"2634","519","Bisa reservasi"
"2635","519","Area parkir"
"2636","520","100% Halal"
"2637","520","Ruang VIP"
"2638","520","Bisa reservasi"
"2639","520","Area parkir"
"2640","520","Alkohol"
"2641","521","Wifi"
"2642","521","100% Halal"
"2643","521","Bisa reservasi"
"2644","521","Area parkir"
"2645","522","Wifi"
"2646","522","100% Halal"
"2647","522","Ruang VIP"
"2648","522","Bisa reservasi"
"2649","522","Area parkir"
"2650","522","Alkohol"
"2651","523","Wifi"
"2652","523","Ruang VIP"
"2653","523","Area parkir"
"2654","523","Alkohol"
"2655","524","Wifi"
"2656","524","Area parkir"
"2657","524","Alkohol"
"2658","525","Wifi"
"2659","525","Ruang VIP"
"2660","525","Area parkir"
"2661","525","Alkohol"
"2662","526","Wifi"
"2663","526","Area parkir"
"2664","526","Alkohol"
"2665","527","Wifi"
"2666","527","Ruang VIP"
"2667","527","Bisa reservasi"
"2668","527","Area parkir"
"2669","527","Alkohol"
"2670","528","Wifi"
"2671","528","Pesan antar"
"2672","528","100% Halal"
"2673","528","Bisa reservasi"
"2674","528","Area parkir"
"2675","529","100% Halal"
"2676","529","Area parkir"
"2677","530","100% Halal"
"2678","530","Bisa reservasi"
"2679","530","Area parkir"
"2680","530","Alkohol"
"2681","531","Wifi"
"2682","531","Area merokok"
"2683","531","Bisa reservasi"
"2684","531","Area parkir"
"2685","531","Alkohol"
"2686","532","Wifi"
"2687","532","Area merokok"
"2688","532","100% Halal"
"2689","532","Bisa reservasi"
"2690","532","Area parkir"
"2691","532","Alkohol"
"2692","533","Ruang VIP"
"2693","533","Bisa reservasi"
"2694","533","Area parkir"
"2695","533","Alkohol"
"2696","534","100% Halal"
"2697","534","Area parkir"
"2698","535","Wifi"
"2699","535","Area merokok"
"2700","535","Ruang VIP"
"2701","535","Bisa reservasi"
"2702","535","Area parkir"
"2703","535","Alkohol"
"2704","536","Area merokok"
"2705","536","Bisa reservasi"
"2706","536","Area parkir"
"2707","536","Alkohol"
"2708","537","Wifi"
"2709","537","Area merokok"
"2710","537","Ruang VIP"
"2711","537","Bisa reservasi"
"2712","537","Area parkir"
"2713","537","Alkohol"
"2714","538","Wifi"
"2715","538","Area merokok"
"2716","538","Area outdoor"
"2717","538","100% Halal"
"2718","538","Area parkir"
"2719","539","Wifi"
"2720","539","Bisa reservasi"
"2721","539","Area parkir"
"2722","540","Wifi"
"2723","540","Area merokok"
"2724","540","Area outdoor"
"2725","540","100% Halal"
"2726","540","Bisa reservasi"
"2727","540","Area parkir"
"2728","541","Wifi"
"2729","541","Area merokok"
"2730","541","Area outdoor"
"2731","541","100% Halal"
"2732","541","Bisa reservasi"
"2733","541","Area parkir"
"2734","542","100% Halal"
"2735","542","Area parkir"
"2736","543","Wifi"
"2737","543","Area merokok"
"2738","543","100% Halal"
"2739","543","Bisa reservasi"
"2740","543","Area parkir"
"2741","544","Wifi"
"2742","544","Pesan antar"
"2743","544","Area merokok"
"2744","544","Area outdoor"
"2745","544","100% Halal"
"2746","544","Ruang VIP"
"2747","544","Bisa reservasi"
"2748","544","Area parkir"
"2749","545","100% Halal"
"2750","545","Area parkir"
"2751","546","Wifi"
"2752","546","Area merokok"
"2753","546","Area outdoor"
"2754","546","Ruang VIP"
"2755","546","Bisa reservasi"
"2756","546","Area parkir"
"2757","547","Wifi"
"2758","547","Bisa reservasi"
"2759","547","Area parkir"
"2760","547","Alkohol"
"2761","548","Wifi"
"2762","548","100% Halal"
"2763","548","Ruang VIP"
"2764","548","Bisa reservasi"
"2765","548","Area parkir"
"2766","549","Wifi"
"2767","549","Area parkir"
"2768","549","Alkohol"
"2769","550","Wifi"
"2770","550","Ruang VIP"
"2771","550","Bisa reservasi"
"2772","550","Area parkir"
"2773","550","Alkohol"
"2774","551","Wifi"
"2775","551","100% Halal"
"2776","551","Bisa reservasi"
"2777","551","Area parkir"
"2778","551","Alkohol"
"2779","552","Wifi"
"2780","552","Pesan antar"
"2781","552","Area merokok"
"2782","552","Area outdoor"
"2783","552","Bisa reservasi"
"2784","552","Area parkir"
"2785","552","Alkohol"
"2786","553","100% Halal"
"2787","553","Area parkir"
"2788","554","Wifi"
"2789","554","100% Halal"
"2790","554","Bisa reservasi"
"2791","554","Area parkir"
"2792","555","Wifi"
"2793","555","100% Halal"
"2794","555","Ruang VIP"
"2795","555","Bisa reservasi"
"2796","555","Area parkir"
"2797","556","Wifi"
"2798","556","Area merokok"
"2799","556","Area outdoor"
"2800","556","100% Halal"
"2801","556","Bisa reservasi"
"2802","556","Area parkir"
"2803","556","Alkohol"
"2804","557","100% Halal"
"2805","557","Area parkir"
"2806","558","Wifi"
"2807","558","Area parkir"
"2808","559","Area merokok"
"2809","559","Area outdoor"
"2810","559","100% Halal"
"2811","559","Bisa reservasi"
"2812","559","Area parkir"
"2813","560","Wifi"
"2814","560","Area merokok"
"2815","560","Area outdoor"
"2816","560","100% Halal"
"2817","560","Bisa reservasi"
"2818","560","Area parkir"
"2819","560","Alkohol"
"2820","561","100% Halal"
"2821","561","Bisa reservasi"
"2822","561","Area parkir"
"2823","562","Wifi"
"2824","562","Area merokok"
"2825","562","Area outdoor"
"2826","562","100% Halal"
"2827","562","Ruang VIP"
"2828","562","Bisa reservasi"
"2829","562","Area parkir"
"2830","563","Wifi"
"2831","563","Area parkir"
"2832","563","Alkohol"
"2833","564","100% Halal"
"2834","564","Area parkir"
"2835","565","100% Halal"
"2836","565","Bisa reservasi"
"2837","565","Area parkir"
"2838","566","Bisa reservasi"
"2839","566","Area parkir"
"2840","566","Alkohol"
"2841","567","Wifi"
"2842","567","100% Halal"
"2843","567","Area parkir"
"2844","568","Area parkir"
"2845","568","Alkohol"
"2846","569","100% Halal"
"2847","569","Area parkir"
"2848","570","Area parkir"
"2849","571","Wifi"
"2850","571","Area merokok"
"2851","571","Area outdoor"
"2852","571","100% Halal"
"2853","571","Area parkir"
"2854","572","Wifi"
"2855","572","Area merokok"
"2856","572","Area outdoor"
"2857","572","Bisa reservasi"
"2858","572","Area parkir"
"2859","572","Alkohol"
"2860","573","Wifi"
"2861","573","Area merokok"
"2862","573","Area outdoor"
"2863","573","100% Halal"
"2864","573","Area parkir"
"2865","574","Wifi"
"2866","574","Bisa reservasi"
"2867","574","Area parkir"
"2868","575","Wifi"
"2869","575","Area merokok"
"2870","575","Area outdoor"
"2871","575","Bisa reservasi"
"2872","575","Area parkir"
"2873","575","Alkohol"
"2874","576","Wifi"
"2875","576","Area merokok"
"2876","576","Area outdoor"
"2877","576","100% Halal"
"2878","576","Ruang VIP"
"2879","576","Bisa reservasi"
"2880","576","Area parkir"
"2881","577","Area merokok"
"2882","577","Area outdoor"
"2883","577","Ruang VIP"
"2884","577","Bisa reservasi"
"2885","577","Area parkir"
"2886","577","Alkohol"
"2887","578","Wifi"
"2888","578","Area merokok"
"2889","578","Area outdoor"
"2890","578","Ruang VIP"
"2891","578","Bisa reservasi"
"2892","578","Area parkir"
"2893","578","Alkohol"
"2894","579","Wifi"
"2895","579","Ruang VIP"
"2896","579","Bisa reservasi"
"2897","579","Area parkir"
"2898","579","Alkohol"
"2899","580","Wifi"
"2900","580","100% Halal"
"2901","580","Bisa reservasi"
"2902","580","Area parkir"
"2903","580","Alkohol"
"2904","581","100% Halal"
"2905","581","Area parkir"
"2906","582","Area merokok"
"2907","582","Area outdoor"
"2908","582","100% Halal"
"2909","582","Area parkir"
"2910","583","Area parkir"
"2911","584","100% Halal"
"2912","584","Bisa reservasi"
"2913","584","Area parkir"
"2914","585","Pesan antar"
"2915","585","Bisa reservasi"
"2916","585","Area parkir"
"2917","585","Alkohol"
"2918","586","Wifi"
"2919","586","Ruang VIP"
"2920","586","Bisa reservasi"
"2921","586","Area parkir"
"2922","586","Alkohol"
"2923","587","100% Halal"
"2924","587","Area parkir"
"2925","588","Wifi"
"2926","588","Area merokok"
"2927","588","Area outdoor"
"2928","588","Bisa reservasi"
"2929","588","Area parkir"
"2930","588","Alkohol"
"2931","589","Wifi"
"2932","589","Area merokok"
"2933","589","Area outdoor"
"2934","589","100% Halal"
"2935","589","Ruang VIP"
"2936","589","Area parkir"
"2937","590","Wifi"
"2938","590","Area merokok"
"2939","590","Area outdoor"
"2940","590","100% Halal"
"2941","590","Ruang VIP"
"2942","590","Bisa reservasi"
"2943","590","Area parkir"
"2944","590","Alkohol"
"2945","591","Area merokok"
"2946","591","Area outdoor"
"2947","591","100% Halal"
"2948","591","Bisa reservasi"
"2949","591","Area parkir"
"2950","592","Area merokok"
"2951","592","100% Halal"
"2952","592","Area parkir"
"2953","593","Area merokok"
"2954","593","Area outdoor"
"2955","593","Area parkir"
"2956","594","Area merokok"
"2957","594","Area outdoor"
"2958","594","Area parkir"
"2959","595","Area merokok"
"2960","595","Area outdoor"
"2961","595","100% Halal"
"2962","595","Area parkir"
"2963","596","Pesan antar"
"2964","596","Area merokok"
"2965","596","Area parkir"
"2966","598","Pesan antar"
"2967","598","Area merokok"
"2968","598","Area outdoor"
"2969","598","Bisa reservasi"
"2970","598","Area parkir"
"2971","599","Area merokok"
"2972","599","100% Halal"
"2973","600","Wifi"
"2974","600","Ruang VIP"
"2975","600","Bisa reservasi"
"2976","600","Area parkir"
"2977","600","Alkohol"
"2978","601","Wifi"
"2979","601","100% Halal"
"2980","601","Area parkir"
"2981","602","Wifi"
"2982","602","Area merokok"
"2983","602","Area outdoor"
"2984","602","100% Halal"
"2985","602","Bisa reservasi"
"2986","602","Area parkir"
"2987","603","Wifi"
"2988","603","100% Halal"
"2989","603","Bisa reservasi"
"2990","603","Area parkir"
"2991","604","Wifi"
"2992","604","100% Halal"
"2993","604","Bisa reservasi"
"2994","604","Area parkir"
"2995","605","Wifi"
"2996","605","Area merokok"
"2997","605","Area outdoor"
"2998","605","Bisa reservasi"
"2999","605","Area parkir"
"3000","605","Alkohol"
"3001","606","Wifi"
"3002","606","Area merokok"
"3003","606","Area outdoor"
"3004","606","100% Halal"
"3005","606","Ruang VIP"
"3006","606","Bisa reservasi"
"3007","606","Area parkir"
"3008","606","Alkohol"
"3009","607","Wifi"
"3010","607","Area merokok"
"3011","607","100% Halal"
"3012","607","Area parkir"
"3013","608","Wifi"
"3014","608","Area merokok"
"3015","608","100% Halal"
"3016","608","Bisa reservasi"
"3017","608","Area parkir"
"3018","609","Wifi"
"3019","609","Pesan antar"
"3020","609","100% Halal"
"3021","609","Ruang VIP"
"3022","609","Bisa reservasi"
"3023","609","Area parkir"
"3024","609","Alkohol"
"3025","610","100% Halal"
"3026","610","Area parkir"
"3027","612","Area merokok"
"3028","612","Area outdoor"
"3029","612","100% Halal"
"3030","612","Bisa reservasi"
"3031","612","Area parkir"
"3032","613","Area merokok"
"3033","613","Area outdoor"
"3034","613","100% Halal"
"3035","613","Bisa reservasi"
"3036","613","Area parkir"
"3037","613","Alkohol"
"3038","614","Area parkir"
"3039","615","Wifi"
"3040","615","Area merokok"
"3041","615","100% Halal"
"3042","615","Ruang VIP"
"3043","615","Bisa reservasi"
"3044","615","Area parkir"
"3045","615","Alkohol"
"3046","616","100% Halal"
"3047","616","Area parkir"
"3048","617","Wifi"
"3049","617","Area merokok"
"3050","617","Area outdoor"
"3051","617","100% Halal"
"3052","617","Ruang VIP"
"3053","617","Bisa reservasi"
"3054","617","Area parkir"
"3055","618","100% Halal"
"3056","618","Bisa reservasi"
"3057","618","Area parkir"
"3058","619","Wifi"
"3059","619","Area merokok"
"3060","619","Area outdoor"
"3061","619","100% Halal"
"3062","619","Ruang VIP"
"3063","619","Bisa reservasi"
"3064","619","Area parkir"
"3065","620","Wifi"
"3066","620","Area merokok"
"3067","620","Area outdoor"
"3068","620","100% Halal"
"3069","620","Area parkir"
"3070","621","Wifi"
"3071","621","Area merokok"
"3072","621","Area outdoor"
"3073","621","100% Halal"
"3074","621","Bisa reservasi"
"3075","621","Area parkir"
"3076","622","Area merokok"
"3077","622","100% Halal"
"3078","622","Area parkir"
"3079","623","Wifi"
"3080","623","Area merokok"
"3081","623","100% Halal"
"3082","623","Bisa reservasi"
"3083","623","Area parkir"
"3084","624","Wifi"
"3085","624","Area merokok"
"3086","624","Area outdoor"
"3087","624","100% Halal"
"3088","624","Bisa reservasi"
"3089","624","Area parkir"
"3090","625","Wifi"
"3091","625","Area merokok"
"3092","625","Area outdoor"
"3093","625","100% Halal"
"3094","625","Area parkir"
"3095","626","Wifi"
"3096","626","100% Halal"
"3097","626","Bisa reservasi"
"3098","626","Area parkir"
"3099","627","Wifi"
"3100","627","100% Halal"
"3101","627","Area parkir"
"3102","628","Area merokok"
"3103","628","100% Halal"
"3104","629","Wifi"
"3105","629","Area merokok"
"3106","629","100% Halal"
"3107","629","Ruang VIP"
"3108","629","Bisa reservasi"
"3109","629","Area parkir"
"3110","629","Alkohol"
"3111","631","Wifi"
"3112","631","Area merokok"
"3113","631","100% Halal"
"3114","631","Bisa reservasi"
"3115","631","Area parkir"
"3116","632","Area merokok"
"3117","632","100% Halal"
"3118","632","Area parkir"
"3119","633","Wifi"
"3120","633","Area merokok"
"3121","633","Bisa reservasi"
"3122","633","Area parkir"
"3123","635","Wifi"
"3124","636","Wifi"
"3125","636","Pesan antar"
"3126","636","Bisa reservasi"
"3127","636","Area parkir"
"3128","636","Alkohol"
"3129","637","100% Halal"
"3130","637","Area parkir"
"3131","638","Wifi"
"3132","638","Bisa reservasi"
"3133","638","Area parkir"
"3134","638","Alkohol"
"3135","639","Wifi"
"3136","639","100% Halal"
"3137","639","Bisa reservasi"
"3138","639","Area parkir"
"3139","640","Wifi"
"3140","640","Ruang VIP"
"3141","640","Bisa reservasi"
"3142","640","Area parkir"
"3143","640","Alkohol"
"3144","641","Wifi"
"3145","641","Ruang VIP"
"3146","641","Bisa reservasi"
"3147","641","Area parkir"
"3148","641","Alkohol"
"3149","642","Wifi"
"3150","642","Area merokok"
"3151","642","Area outdoor"
"3152","642","100% Halal"
"3153","642","Bisa reservasi"
"3154","642","Area parkir"
"3155","642","Alkohol"
"3156","643","Wifi"
"3157","643","Ruang VIP"
"3158","643","Bisa reservasi"
"3159","643","Area parkir"
"3160","643","Alkohol"
"3161","644","Wifi"
"3162","644","100% Halal"
"3163","644","Area parkir"
"3164","645","Wifi"
"3165","645","Area merokok"
"3166","645","Area outdoor"
"3167","645","Ruang VIP"
"3168","645","Bisa reservasi"
"3169","645","Area parkir"
"3170","645","Alkohol"
"3171","646","Wifi"
"3172","646","Area merokok"
"3173","646","Area outdoor"
"3174","646","100% Halal"
